id,province,population,x_coord,y_coord,latitude,longitude,Ontrelevant,name
24109,2,8658,175155.6557,187594.4357,50.98919841,4.731576236,NVT,TREMELO
24130,2,4954,201510312,170093.3967,50.83131316,5.112465973,NVT,ZOUTLEEUW
24133,2,4394,197428.9962,167756.3838,50.81813716,5.046270976,NVT,LINTER
24134,2,13897,192046.2139,187661.8917,51.0012637,4.972454739,NVT,SCHERPENHEUVEL-ZICHEM
24135,2,6293,187024848,179107.8295,50.92344524,4.891600514,NVT,TIELT-WINGE-TIELT
24137,2,3125,190909.6423,173167969,50.86748271,4.94080562,NVT,GLABBEEK
31003,3,9167,77952.10905,204815.1948,51.15205199,3.345590219,NVT,BEERNEM
31004,3,10808,63960.63941,222799.3929,51.30757026,3.138132235,NVT,BLANKENBERGE
31005,3,72487,69778.44607,212973689,51.21760152,3.220079748,NVT,BRUGGE
31006,3,6766,77161.55727,215653.1586,51.23866572,3.317332918,NVT,DAMME
31012,3,8657,61646.93,209043.4269,51.18181566,3.107322288,NVT,JABBEKE
31022,3,13524,70505.99688,202724.7775,51.13141773,3.228975294,NVT,OOSTKAMP
31033,3,11847,60862.58531,196301.6972,51.06759099,3.09304265,NVT,TORHOUT
31040,3,13958,64392.95071,203055.4239,51.13579014,3.146939429,NVT,ZEDELGEM
31042,3,1779,63414984,217106298,51.25582744,3.12815593,NVT,ZUIENKERKE
31043,3,19787,74222.92432,225824.0254,51.33767904,3.272221105,NVT,KNOKKE-HEIST
32003,3,9312,43891.37477,193516.8361,51.04276366,2.852585852,NVT,DIKSMUIDE
32006,3,5253,47664.79316,186124.7068,50.97634374,2.910210558,NVT,HOUTHULST
32010,3,4979,51571.91053,198506.8995,51.08766894,2.969992816,NVT,KOEKELARE
32011,3,7413,54684.78,191521.6585,51.02595159,3.008879544,NVT,KORTEMARK
32030,3,1787,38217565,184815.4671,50.96171966,2.774357821,NVT,LO-RENINGE
33011,3,21224,44995.35717,172638.8408,50.85383287,2.869428557,NVT,IEPER
33016,3,564,45700.21,162124.45,50.7638555,2.8976699,NVT,MESEN
33021,3,11542,32428.25947,173385.2324,50.86416273,2.698347008,NVT,POPERINGE
