# Seed	Infected count
1631205520	5
3213921916	5
2651742051	5
1881906828	5
2841671989	5
350359428	5
3113161131	5
284363088	5
757015574	5
1915366726	5
2065387828	5
2670634466	5
1217945086	5
2389100812	5
2433129646	5
1659953163	5
3802070382	5
2471671467	5
3781939909	5
3181898984	5
2344391622	5
3522746486	5
3978638753	5
2882029102	5
446525372	5
898132899	5
849422010	5
67484503	5
3614224320	5
3110049262	5
2789924310	5
3833706147	5
557585602	5
3991551685	5
2819823031	5
3385869590	5
2653552753	5
360341939	5
1895033085	5
295046906	5
3940227734	5
405266415	5
491109085	5
399555614	5
4004112682	5
515006020	5
1336050608	5
3235065949	6
3675530996	5
3409696561	5
19225356	5
2684210541	5
3324048776	5
1582617484	5
1252140130	5
4211668908	5
2158895275	5
1775636152	5
4041576022	5
874949326	5
1137180309	5
1395307065	5
2330506615	5
2065498964	5
3414370703	5
3246160077	5
4199028822	5
827339028	5
1531227291	5
3016246579	5
2913549074	5
519183069	5
53083663	5
3656079277	5
2958047527	5
1500510643	5
1876364510	5
1374533686	5
2659362559	5
1497845913	5
2826938358	5
2302212629	5
2301442932	5
3774807877	5
845594409	5
1836520019	5
2878049689	5
383610994	5
3261872178	5
4161033256	5
1290638383	5
2554918766	5
3804311049	5
1155484484	5
34878144	5
3015424274	5
564668843	5
2660908511	5
3347776964	5
1978814872	5
